03:10.917	ID:1	Send me a message
03:10.924	ID:4	Broadcast message sent 19
03:10.932	ID:3	Broadcast recv from 4 of 4 with id 19
03:10.932	ID:6	Broadcast recv from 4 of 4 with id 19
03:10.932	ID:2	Broadcast recv from 4 of 4 with id 19
03:10.932	ID:1	Broadcast recv from 4 of 4 with id 19
03:10.932	ID:5	Broadcast recv from 4 of 4 with id 19
03:10.934	ID:2	Broadcast message sent
03:10.935	ID:3	Broadcast message sent
03:10.935	ID:1	Broadcast message sent
03:10.935	ID:5	Broadcast message sent
03:10.935	ID:6	Broadcast message sent
03:10.940	ID:1	Send me a message
03:10.948	ID:2	Broadcast recv from 1 of 4 with id 19
03:10.948	ID:3	Broadcast recv from 1 of 4 with id 19
03:10.948	ID:4	Broadcast recv from 1 of 4 with id 19
03:10.948	ID:5	Broadcast recv from 1 of 4 with id 19
03:10.948	ID:6	Broadcast recv from 1 of 4 with id 19
03:10.951	ID:3	Broadcast message sent
03:10.951	ID:5	Broadcast message sent
03:10.951	ID:2	Broadcast message sent
03:10.951	ID:6	Broadcast message sent
03:20.941	ID:1	Send me a message
03:20.947	ID:5	Broadcast message sent 20
03:20.955	ID:2	Broadcast recv from 5 of 5 with id 20
03:20.955	ID:3	Broadcast recv from 5 of 5 with id 20
03:20.955	ID:6	Broadcast recv from 5 of 5 with id 20
03:20.955	ID:13	Broadcast recv from 5 of 5 with id 20
03:20.955	ID:1	Broadcast recv from 5 of 5 with id 20
03:20.955	ID:4	Broadcast recv from 5 of 5 with id 20
03:20.957	ID:2	Broadcast message sent
03:20.957	ID:13	Broadcast message sent
03:20.957	ID:1	Broadcast message sent
03:20.958	ID:3	Broadcast message sent
03:20.958	ID:6	Broadcast message sent
03:20.958	ID:4	Broadcast message sent
03:20.963	ID:1	Send me a message
03:20.965	ID:12	Broadcast recv from 13 of 5 with id 20
03:20.968	ID:12	Broadcast message sent
03:20.976	ID:9	Broadcast recv from 12 of 5 with id 20
03:20.976	ID:11	Broadcast recv from 12 of 5 with id 20
03:20.976	ID:8	Broadcast recv from 12 of 5 with id 20
03:20.976	ID:13	Broadcast recv from 12 of 5 with id 20
03:20.976	ID:7	Broadcast recv from 12 of 5 with id 20
03:20.976	ID:10	Broadcast recv from 12 of 5 with id 20
03:20.978	ID:11	Broadcast message sent
03:20.978	ID:8	Broadcast message sent
03:20.978	ID:9	Broadcast message sent
03:20.978	ID:7	Broadcast message sent
03:20.978	ID:10	Broadcast message sent
03:30.956	ID:1	Send me a message
03:30.972	ID:9	Broadcast message sent 21
03:30.980	ID:7	Broadcast recv from 9 of 9 with id 21
03:30.980	ID:8	Broadcast recv from 9 of 9 with id 21
03:30.980	ID:10	Broadcast recv from 9 of 9 with id 21
